6175;5750
13625;8125
12975;8125
11375;9700
13250;9375
13625;7725
7850;6375
12600;8125
11750;7200
13125;6525
12350;9875
12975;7725
11525;10625
7125;11300
10850;9600
7225;10750
7825;11275
7675;4875
9850;10850
12850;8725
11850;8875
7925;10975
4975;10125
11050;6825
8650;6900
8200;6375
11400;10975
8525;10900
7900;3350
8750;6375
7900;10275
7625;10975
5625;5625
8800;6500
13100;7725
13375;9375
11575;6575
4975;3300
11675;6575
12725;6675
10250;10850
12225;7725
12700;7500
13125;7025
4475;3000
13225;3125
11650;8325
8100;6375
11850;7200
13225;4275
8650;10900
2075;5675
7875;4875
13500;9375
13500;7250
7500;11000
8400;11300
7625;5350
7225;11150
11725;9325
13225;7500
10250;10125
12850;8325
12475;10800
8525;11300
8750;11000
13225;2525
12350;8125
4425;7275
13225;3500
7375;11300
6625;8300
12975;6975
7075;6675
11425;6975
6150;7525
11200;5075
8300;6375
5050;6575
6175;5400
8950;10000
6625;7950
4750;10125
7750;10275
7875;5350
12150;9275
13100;8775
12250;8975
11000;7775
2075;6475
4975;3000
4975;3150
4800;7825
9050;10425
12600;6575
12150;7500
12525;8325
7875;5850
12600;7725
4225;4075
11850;7500
11850;6975
11225;7725
4650;6575
10375;10850
11975;6575
10750;6625
13250;8350
10800;9075
1775;5375
4675;2550
5675;4675
11375;10000
12225;6975
11975;6975
13225;8125
11900;8725
5950;3600
10475;9250
13225;2925
4425;6875
7900;3200
12150;8650
13275;6975
12725;6875
11900;8325
13225;3700
13500;7450
12225;9875
13250;8875
7900;6500
5550;5675
11750;7500
5675;4875
10550;6325
11225;8125
5425;7350
7125;10900
8400;10900
11575;6825
10950;6825
8650;11300
4675;2700
9900;10975
7725;11275
12975;8975
8800;6900
11550;7200
11650;10125
12400;8425
11975;9800
11575;10000
13500;8875
11950;7200
13025;7500
12725;8125
5550;5200
12975;6575
12600;9575
12350;9475
11650;10625
6150;8275
7075;7575
9350;10600
10475;10850
7750;10775
8050;11125
10650;7125
6350;3600
9275;10275
8150;11125
8275;11300
7125;11300
8300;10500
8200;6900
13125;7200
10200;10600
8750;10200
12775;9275
12075;10800
8050;10775
12975;8425
4675;1975
10850;7125
10650;6825
4475;3450
8200;6500
5675;5750
11350;4425
4525;10125
10800;8975
8750;10000
4800;7425
7725;10975
12275;8725
6225;5000
12350;6575
7750;6500
13025;7200
11350;4875
11425;6575
10650;3525
7625;11275
12275;8325
12050;8975
7600;10275
12325;7150
11675;9700
6825;7575
8050;10275
8950;10200
13625;8875
7250;7025
6175;4675
1975;5575
4225;3525
10850;3525
8125;3000
4475;3150
5550;5425
7025;8300
10375;9250
10750;6325
12975;8625
9350;11000
12600;6975
12100;7725
10550;7125
4225;3675
10650;6625
10950;6325
11675;10000
7600;10775
7225;10450
7325;10450
7750;6375
11775;10450
12250;9275
13325;7200
10850;6825
12650;8425
11775;10250
12150;8400
7925;11275
11550;7725
13500;8175
11375;10575
11650;8725
12850;8125
7075;7075
13375;7675
13225;4075
11475;10000
10700;10600
12875;9425
12400;8625
11575;10975
10575;9250
11850;8125
11375;10175
7250;6900
11050;6625
8750;11200
11550;7500
13700;8500
12025;8625
4550;7825
4975;3450
5175;6650
10650;6325
5550;4950
11525;10125
7125;10450
13075;9275
13100;8275
10975;9200
10950;5300
13600;8600
13250;8450
12750;9425
12600;9775
12150;8975
7125;10750
8950;10425
11050;5075
11350;4650
11575;6675
8650;6500
10450;7125
12050;7500
12850;6575
12800;7500
11975;7725
12750;9925
10450;6625
11950;7500
12050;9275
11525;10850
12525;9325
12875;9925
13400;7025
12225;9475
13225;2325
9175;10275
8350;6900
11975;10975
11425;10850
13075;8975
12650;8625
8275;3000
4900;8500
7825;10975
5625;5000
6175;4875
7075;7175
13000;9550
10800;6125
10950;7125
12525;8925
12875;8975
13375;8175
11000;8575
7500;11200
8600;10500
7325;10750
13000;9800
11850;6575
11100;6075
11575;6925
10750;7125
12150;7200
10300;10975
11850;9375
12100;9875
7375;10900
7900;10775
7425;10450
4550;7425
11550;8125
13500;7675
10975;9600
12475;7825
13400;6525
11050;6325
13325;7500
13225;7200
12600;7500
12025;8425
12800;7200
13225;7725
8350;6500
1875;5475
5150;8750
13625;9375
13600;8500
13275;6575
12850;6975
11975;9550
11475;9700
12225;8125
12850;7725
11000;10975
13125;9875
7750;6900
5675;6650
6225;5625
5550;4475
5550;4675
4475;3300
10850;9200
12525;8725
12100;9475
11650;7200
12350;9275
13375;8875
13350;8350
13475;8325
13625;7550
13475;8725
11850;7725
11575;9700
12350;8975
12975;9275
13125;9475
13625;7150
12475;8025
13100;8125
12475;6975
11050;7125
5675;5400
11450;7200
12050;7200
11775;8275
12325;7550
11975;8125
12100;8125
10850;6325
10450;6825
10750;6825
12225;6575
10550;6825
11450;7500
11650;7500
10950;6625
9150;10425
7425;10750
5825;7350
10950;6075
7900;6900
8550;6375
8650;6375
7650;6375
10450;6325
10900;8975
11675;6825
12775;8975
12475;6575
12600;7200
12700;7200
11775;8775
12875;9275
10250;10325
12500;7200
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
7125;11300
8050;11225
7125;11300
7125;11300
7125;11300
7125;11300
