12225;6975
12350;8125
12600;7500
9050;10425
9150;10425
7225;10450
8650;11300
10300;10975
7225;11150
11650;10125
11400;10975
8300;6375
7625;10975
7725;10975
8750;11000
7925;11275
7125;11300
1975;5575
8275;3000
10550;6825
7850;6375
5550;5425
5950;3600
4225;3675
4975;3300
4225;4075
8100;6375
10650;6825
10850;6825
10750;7125
11100;6075
7375;10900
13225;7500
13125;6525
11750;7200
13225;3500
11350;4650
10800;9075
13225;3700
13225;4275
4425;6875
4550;7825
5825;7350
7750;6500
11375;10575
12350;9875
11050;6625
13325;7200
12150;9275
8600;10500
8050;11125
11975;8125
10950;5800
12500;7200
12850;6575
13125;7200
6825;7575
5175;6650
7250;7025
4425;7275
1875;5475
4550;7425
4800;7825
10800;8975
13400;6525
12600;6575
12225;7725
7900;6500
7650;6375
7075;7575
6175;4875
10450;6825
7875;4875
10800;6125
7875;5850
7875;5350
5675;4675
4750;10125
1775;5375
1975;4025
7750;10275
7900;10775
9850;10850
12075;10800
6625;8300
11525;10625
13325;7500
12725;6675
7925;10975
10375;9250
8750;11200
8275;10900
8950;10425
11225;8125
8200;6500
4650;6575
5550;5200
4475;3000
4675;2700
5150;8750
10450;7125
13375;9375
8300;10500
8050;10775
8275;11300
10850;9600
7425;10750
5675;5750
4475;3150
4675;1975
4975;3150
4225;3525
6150;8275
8150;11125
8400;11300
11000;8575
13400;7025
13225;2525
13225;2325
8125;3000
10450;6325
7075;7075
6175;5750
5550;4675
7075;7175
7025;8300
4900;8500
7500;11200
7725;11275
8050;11225
9350;10600
10250;10125
7900;10275
7125;10750
10850;7125
10950;6325
10650;6325
12350;6575
10850;6325
8350;6900
7900;3350
6625;7950
7750;6900
9175;10275
8650;10900
12875;9925
13600;8500
11975;7725
13225;4075
11050;5075
6150;7525
13225;3125
12050;7200
13000;9800
11975;9800
13375;8875
13225;2925
10850;3525
6175;4675
12350;6975
10650;3525
11575;10975
11725;9325
7225;10750
10475;10850
13125;9875
11575;9700
10475;9250
4975;10125
2075;6475
5675;6650
10550;6625
10850;9200
12050;8975
13250;8875
10550;7125
12600;8125
13250;8350
12725;8125
13100;8125
12050;7500
7325;10450
7225;11050
7625;11275
4525;10125
8050;10275
9900;10975
11900;8325
12475;6575
11550;7725
11950;7200
12275;8325
12150;7200
11675;10000
7425;10450
8950;10200
12975;8425
11750;7500
11850;7500
13125;9475
8750;10200
12775;9275
11425;10850
7825;11275
7375;11300
10375;10850
11675;6575
12975;8975
12525;8925
11650;10625
11975;10975
9350;11000
12025;8625
12100;7725
11050;7125
11575;6825
11000;7775
10900;8975
11375;10175
12150;8975
12350;9275
13375;8175
13375;7675
11050;6825
12225;6575
12150;7500
11850;9375
7750;10775
7125;10450
11000;10975
11775;10250
10575;9250
7600;10775
13500;9375
12700;7500
13350;8350
8800;6900
8750;6375
2075;5675
4675;2550
7075;6675
4800;7425
6225;5625
8650;6375
7625;5850
5550;5675
7625;5350
11350;4875
10950;6625
13700;8500
8400;10900
12875;8975
13100;8775
10200;10600
8525;11300
8525;10900
7125;10900
10550;6325
10450;6625
11350;4425
11675;6825
12600;7725
13075;9275
12975;9275
12975;6975
13500;7675
13500;7450
11550;8125
13625;7150
13275;6975
5550;4475
5675;4875
6175;5400
11650;8325
12975;8625
13100;8275
13600;8600
13475;8725
12050;9275
11650;8725
13225;8125
12850;8725
10950;6825
10300;6125
11450;7500
10950;7125
11850;6975
8800;6500
7900;6900
11575;6575
8350;6500
8650;6500
12525;9325
12875;9425
11525;10850
12475;10800
10700;10600
11975;6975
12725;6875
10750;6825
13025;7200
13500;7250
11200;5075
10950;5300
7675;4875
7750;6375
7500;11000
8650;6900
7900;3200
4975;3000
4975;3450
8200;6375
8200;6900
4675;1825
6350;3600
5625;5000
6225;5000
4475;3450
4475;3300
5625;5625
5050;6575
5425;7350
5675;5400
5550;4950
8550;6375
10650;7125
11850;8125
12650;8625
11550;7200
12975;6575
12525;8325
12850;6975
13275;6575
12600;9575
12750;9925
10975;9200
11475;9700
7325;10750
7825;10975
7600;10275
12225;9875
11775;10450
10975;9600
11900;8725
12275;8725
12525;8725
12325;7150
10950;6075
11050;6325
10750;6625
11650;7200
11550;7500
11775;8275
11775;8775
12250;9275
12250;8975
11675;9700
11375;10000
11475;10000
11850;8875
11725;8925
10250;10325
8950;10000
8750;10000
11525;10125
11575;10000
12100;9875
12875;9275
11375;9700
9275;10275
10375;10850
10250;10850
11575;6925
11975;6575
11425;6975
10650;6625
11850;6575
11425;6575
11650;7500
12150;8400
12750;9425
12350;9475
12225;9475
11975;9550
12400;8625
11575;6675
12725;7725
13100;7725
13125;7025
12800;7200
12650;8425
12475;8025
12800;7500
13225;7200
12850;7725
13025;7500
13225;7725
12975;7725
13500;8175
12500;7500
12350;7725
12325;7550
13000;9550
13250;9375
12400;8425
11450;7200
10850;6625
10750;6325
11225;7725
12100;8125
12775;8975
12350;8975
12150;8650
12225;8125
12025;8425
12850;8325
13475;8325
13625;8875
13625;9375
12600;9775
12100;9475
13075;8975
13500;8875
13250;8450
12850;8125
13125;7500
12475;7825
12700;7200
12475;6975
12975;8125
13075;8975
11950;7500
11850;7200
12600;7200
12600;6975
13625;8125
13625;7725
13625;7550
11850;7725
